15 0.0 10.0 210000 210000 15
15 0.02 10.0 210000 210000 15
15 0.04 10.0 210000 210000 15
15 0.06 10.0 210000 210000 15
15 0.08 10.0 210000 210000 15
15 0.1 10.0 210000 210000 15
15 0.12 10.0 210000 210000 15
15 0.14 10.0 210000 210000 15
15 0.16 10.0 210000 210000 15
15 0.18 10.0 210000 210000 15
15 0.2 10.0 210000 210000 15
15 0.22 10.0 210000 210000 15
15 0.24 10.0 210000 210000 15
15 0.26 10.0 210000 210000 15
15 0.28 10.0 210000 210000 15
15 0.3 10.0 210000 210000 15
15 0.32 10.0 210000 210000 15
15 0.34 10.0 210000 210000 15
15 0.36 10.0 210000 210000 15
15 0.38 10.0 210000 210000 15
15 0.4 10.0 210000 210000 15
15 0.42 10.0 210000 210000 15
15 0.44 10.0 210000 210000 15
15 0.46 10.0 210000 210000 15
15 0.48 10.0 210000 210000 15
15 0.5 10.0 210000 210000 15
15 0.52 10.0 210000 210000 15
15 0.54 10.0 210000 210000 15
15 0.56 10.0 210000 210000 15
15 0.58 10.0 210000 210000 15
15 0.6 10.0 210000 210000 15
15 0.62 10.0 210000 210000 15
15 0.64 10.0 210000 210000 15
15 0.66 10.0 210000 210000 15
15 0.68 10.0 210000 210000 15
15 0.7 10.0 210000 210000 15
15 0.72 10.0 210000 210000 15
15 0.74 10.0 210000 210000 15
15 0.76 10.0 210000 210000 15
15 0.78 10.0 210000 210000 15
15 0.8 10.0 210000 210000 15
15 0.82 10.0 210000 210000 15
15 0.84 10.0 210000 210000 15
15 0.86 10.0 210000 210000 15
15 0.88 10.0 210000 210000 15
15 0.9 10.0 210000 210000 15
15 0.92 10.0 210000 210000 15
15 0.94 10.0 210000 210000 15
15 0.96 10.0 210000 210000 15
15 0.98 10.0 210000 210000 15
15 1.0 10.0 210000 210000 15
15 1.02 10.0 210000 210000 15
15 1.04 10.0 210000 210000 15
15 1.06 10.0 210000 210000 15
15 1.08 10.0 210000 210000 15
15 1.1 10.0 210000 210000 15
15 1.12 10.0 210000 210000 15
15 1.14 10.0 210000 210000 15
15 1.16 10.0 210000 210000 15
15 1.18 10.0 210000 210000 15
15 1.2 10.0 210000 210000 15
15 1.22 10.0 210000 210000 15
15 1.24 10.0 210000 210000 15
15 1.26 10.0 210000 210000 15
15 1.28 10.0 210000 210000 15
15 1.3 10.0 210000 210000 15
15 1.32 10.0 210000 210000 15
15 1.34 10.0 210000 210000 15
15 1.36 10.0 210000 210000 15
15 1.38 10.0 210000 210000 15
15 1.4 10.0 210000 210000 15
15 1.42 10.0 210000 210000 15
15 1.44 10.0 210000 210000 15
15 1.46 10.0 210000 210000 15
15 1.48 10.0 210000 210000 15
15 1.5 10.0 210000 210000 15
15 1.52 10.0 210000 210000 15
15 1.54 10.0 210000 210000 15
15 1.56 10.0 210000 210000 15
15 1.58 10.0 210000 210000 15
15 1.6 10.0 210000 210000 15
15 1.62 10.0 210000 210000 15
15 1.64 10.0 210000 210000 15
15 1.66 10.0 210000 210000 15
15 1.68 10.0 210000 210000 15
15 1.7 10.0 210000 210000 15
15 1.72 10.0 210000 210000 15
15 1.74 10.0 210000 210000 15
15 1.76 10.0 210000 210000 15
15 1.78 10.0 210000 210000 15
15 1.8 10.0 210000 210000 15
15 1.82 10.0 210000 210000 15
15 1.84 10.0 210000 210000 15
15 1.86 10.0 210000 210000 15
15 1.88 10.0 210000 210000 15
15 1.9 10.0 210000 210000 15
15 1.92 10.0 210000 210000 15
15 1.94 10.0 210000 210000 15
15 1.96 10.0 210000 210000 15
15 1.98 10.0 210000 210000 15
15 2.0 10.0 210000 210000 15
